ceo_initial_data	stage	initial_data_stage
3k_dlc04_ceo_initial_data_character_historical_gao_you	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_gao_you	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_dlc04_ceo_initial_data_character_historical_gao_you	4	3k_main_ceo_initial_data_equipment_permissions_generic_water
3k_dlc04_ceo_initial_data_character_historical_geng_bi	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_geng_bi	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_geng_bi
3k_dlc04_ceo_initial_data_character_historical_geng_bi	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_geng_bi	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_geng_bi	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_dlc04_ceo_initial_data_character_historical_geng_bi	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_dlc04_ceo_initial_data_character_historical_geng_bi	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_geng_bi	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_geng_bi	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_dlc04_ceo_initial_data_character_historical_geng_bi	4	3k_main_ceo_initial_data_equipment_permissions_generic_wood
3k_dlc04_ceo_initial_data_character_historical_guan_hai	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_guan_hai	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_guan_hai
3k_dlc04_ceo_initial_data_character_historical_guan_hai	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_guan_hai	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_guan_hai	16	3k_ytr_ceo_initial_data_stage_character_learning_student
3k_dlc04_ceo_initial_data_character_historical_guan_hai	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_dlc04_ceo_initial_data_character_historical_guan_hai	2	3k_ytr_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_guan_hai	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_guan_hai	3	3k_main_ceo_initial_data_character_historical_guan_hai_ytr_ancillaries
3k_dlc04_ceo_initial_data_character_historical_guan_hai	4	3k_ytr_ceo_initial_data_equipment_permissions_unique_wood
3k_dlc04_ceo_initial_data_character_historical_han_xian	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_han_xian	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_han_xian
3k_dlc04_ceo_initial_data_character_historical_han_xian	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_han_xian	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_han_xian	16	3k_ytr_ceo_initial_data_stage_character_learning_student
3k_dlc04_ceo_initial_data_character_historical_han_xian	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_dlc04_ceo_initial_data_character_historical_han_xian	2	3k_ytr_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_han_xian	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_han_xian	3	3k_main_ceo_initial_data_character_historical_han_xian_ytr_ancillaries
3k_dlc04_ceo_initial_data_character_historical_han_xian	4	3k_ytr_ceo_initial_data_equipment_permissions_unique_water
3k_dlc04_ceo_initial_data_character_historical_han_zhong	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_han_zhong	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_han_zhong
3k_dlc04_ceo_initial_data_character_historical_han_zhong	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_han_zhong	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_han_zhong	16	3k_ytr_ceo_initial_data_stage_character_learning_student
3k_dlc04_ceo_initial_data_character_historical_han_zhong	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_dlc04_ceo_initial_data_character_historical_han_zhong	2	3k_ytr_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_han_zhong	3	3k_ytr_ceo_initial_data_character_generic_water_ancillaries
3k_dlc04_ceo_initial_data_character_historical_han_zhong	4	3k_ytr_ceo_initial_data_equipment_permissions_unique_water
3k_dlc04_ceo_initial_data_character_historical_he_jin	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_he_jin	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_he_jin
3k_dlc04_ceo_initial_data_character_historical_he_jin	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_he_jin	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_he_jin	15	3k_main_ceo_initial_data_stage_character_wealth_high
3k_dlc04_ceo_initial_data_character_historical_he_jin	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_dlc04_ceo_initial_data_character_historical_he_jin	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_he_jin	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_he_jin	21	3k_dlc04_ceo_initial_data_character_give_political_support_02
3k_dlc04_ceo_initial_data_character_historical_he_jin	3	3k_dlc04_ceo_initial_data_character_historical_he_jin_ancillaries
3k_dlc04_ceo_initial_data_character_historical_he_jin	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_dlc04_ceo_initial_data_character_historical_huang_yan	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_huang_yan	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_huang_yan
3k_dlc04_ceo_initial_data_character_historical_huang_yan	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_huang_yan	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_huang_yan	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_dlc04_ceo_initial_data_character_historical_huang_yan	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_dlc04_ceo_initial_data_character_historical_huang_yan	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_huang_yan	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_huang_yan	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_02
3k_dlc04_ceo_initial_data_character_historical_huang_yan	4	3k_main_ceo_initial_data_equipment_permissions_generic_water
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_huangfu_song
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	15	3k_main_ceo_initial_data_stage_character_wealth_low
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	3	3k_dlc04_ceo_initial_data_character_historical_huangfu_song_ancillaries
3k_dlc04_ceo_initial_data_character_historical_huangfu_song	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_jin_xuan_yuanji
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	15	3k_main_ceo_initial_data_stage_character_wealth_low
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	3	3k_main_ceo_initial_data_character_generic_earth_ancillaries_02
3k_dlc04_ceo_initial_data_character_historical_jin_xuan_yuanji	4	3k_main_ceo_initial_data_equipment_permissions_generic_earth
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_jiu_dan
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	21	3k_dlc04_ceo_initial_data_character_give_political_support_01
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_02
3k_dlc04_ceo_initial_data_character_historical_jiu_dan	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_lady_cai_yan_wenji
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	15	3k_main_ceo_initial_data_stage_character_wealth_low
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	3	3k_mtu_ceo_initial_data_character_historical_lady_cai_yan_ancillaries
3k_dlc04_ceo_initial_data_character_historical_lady_cai_yan_wenji	4	3k_main_ceo_initial_data_equipment_permissions_generic_water
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_lady_da_qiao
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	15	3k_main_ceo_initial_data_stage_character_wealth_low
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	3	3k_main_ceo_initial_data_character_historical_da_qiao_ancillaries
3k_dlc04_ceo_initial_data_character_historical_lady_da_qiao	4	3k_main_ceo_initial_data_equipment_permissions_generic_earth
3k_dlc04_ceo_initial_data_character_historical_lady_ding	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_lady_ding	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_lady_ding
3k_dlc04_ceo_initial_data_character_historical_lady_ding	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_lady_ding	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_dlc04_ceo_initial_data_character_historical_lady_ding	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc04_ceo_initial_data_character_historical_lady_ding	2	3k_main_initial_data_character_ancillaries_global
3k_dlc04_ceo_initial_data_character_historical_lady_ding	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc04_ceo_initial_data_character_historical_lady_ding	3	ep_ceo_initial_data_character_generic_earth_ancillaries_01
3k_dlc04_ceo_initial_data_character_historical_lady_ding	4	3k_main_ceo_initial_data_equipment_permissions_generic_earth
3k_dlc04_ceo_initial_data_character_historical_lady_ding	6	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc04_ceo_initial_data_character_historical_lady_lu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc04_ceo_initial_data_character_historical_lady_lu	11	3k_dlc04_ceo_initial_data_stage_character_traits_historical_lady_lu
3k_dlc04_ceo_initial_data_character_historical_lady_lu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc04_ceo_initial_data_character_historical_lady_lu	15	3k_main_ceo_initial_data_stage_character_wealth_low
3k_dlc04_ceo_initial_data_character_historical_lady_lu	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_dlc04_ceo_initial_data_character_historical_lady_lu	2	3k_main_initial_data_character_ancillaries_global
